movie,year,mins,genres,directors,actors
queer-2024,2024,138.0,"['romance', 'drama']",['luca-guadagnino'],"['daniel-craig', 'drew-starkey', 'jason-schwartzman', 'lesley-manville', 'henry-zaga', 'drew-droege', 'andra-ursuta', 'lisandro-alonso', 'ariel-schulman', 'david-lowery-1', 'daan-de-wit', 'colin-bates', 'simon-rizzoni', 'octavio-mendoza', 'omar-apollo-1', 'silverio-castro', 'amir-antonio-samande-chavez', 'andrea-montserrat-rios-hernandez', 'claudio-cardenas', 'gilberto-barraza', 'jean-carlos-gonzalez-flores', 'michael-kent-2', 'lorenzo-pozzan', 'ronia-ava', 'juan-domingo-sandoval-puga', 'michael-borremans', 'andres-duprat', 'mery-patricia-atencio-huaranga', 'perla-ambrosini']"
supersonic,2016,117.0,"['documentary', 'history', 'music']",['mat-whitecross'],"['noel-gallagher', 'liam-gallagher', 'paul-arthurs', 'paul-gallagher-1', 'peggy-gallagher', 'tony-mccarroll', 'alan-mcgee', 'christine-biller', 'debbie-turner-1', 'paolo-hewitt-1', 'owen-morris', 'maggie-mouzakitis', 'jason-rhodes-1', 'phil-smith-1', 'marcus-russell', 'daniela-soave']"
my-big-fat-greek-wedding-3,2023,92.0,"['romance', 'comedy']",['nia-vardalos'],"['nia-vardalos', 'john-corbett', 'louis-mandylor-1', 'elena-kampouris', 'lainie-kazan', 'andrea-martin', 'maria-vacratsis', 'gia-carides', 'joey-fatone', 'elias-kacavas', 'melina-kotselou', 'alexis-georgoulis', 'stephanie-nur', 'giannis-vasilottos', 'anthi-andreopoulou', 'spyros-kasfikis', 'menelaos-ntaflos-1', 'ektoras-kaloudis', 'dimosthenis-filippas', 'stavroula-logothettis', 'peter-tharos', 'gerry-mendicino', 'jeanie-calleja', 'kathryn-greenwood', 'jayne-eastwood', 'kathryn-haggis', 'chrissy-paraskevopoulos', 'tannis-burnett', 'nikolas-papadomihelakis', 'jerome-kaluta', 'daphne-alexander', 'dimos-mamaloudis', 'giannis-troumpoukis', 'andreas-spyridakos', 'abe-cohen', 'idra-kayne', 'christoforos-barbagiannis', 'rasmi-tsopela']"
black-widow-2021,2021,134.0,"['action', 'adventure', 'science-fiction']",['cate-shortland'],"['scarlett-johansson', 'florence-pugh', 'rachel-weisz', 'david-harbour', 'ray-winstone', 'ever-anderson', 'violet-mcgraw', 'o-t-fagbenle', 'william-hurt', 'olga-kurylenko', 'ryan-kiera-armstrong', 'liani-samuel', 'michelle-lee', 'lewis-young', 'cc-smiff', 'nanna-blondell', 'simona-zivkovska', 'erin-jameson', 'shaina-west', 'yolanda-lynes', 'claudia-heinz', 'fatou-bah', 'jade-ma', 'jade-xu', 'lucy-jayne-murray', 'lucy-cork', 'eniko-fulop', 'lauren-okadigbo', 'aurelia-agel', 'zhane-samuels', 'shawarah-battles', 'tabby-bond', 'madeleine-nicholls', 'yasmin-riley', 'fiona-griffiths', 'georgia-curtis', 'ione-butler', 'aubrey-cleland', 'kurt-yue', 'douglas-robson', 'zoltan-nagy-1', 'marcel-dorian', 'liran-nathan', 'judit-varga-szathmary', 'noel-krisztian-kozak', 'martin-razpopov', 'olivier-richters', 'nina-novich', 'andrew-byron', 'ed-ashe', 'dawid-szatarski', 'cali-nelle', 'geoffrey-d-williams', 'robert-pralgo', 'jacinte-blankenship', 'josh-henry', 'jose-miguel-vasquez', 'valentina-herrera', 'danielle-jalade', 'aria-brooks', 'sophie-colgrove', 'caister-myung-choi', 'rob-horrocks', 'oliver-simms', 'yuuki-luna', 'kalina-vanska', 'jordyn-curet', 'joakim-skarli', 'ian-wilson-7', 'gavin-lee-lewis', 'luigi-boccanfuso', 'clem-so', 'graham-kitchen', 'paul-okelly', 'obie-matthew', 'ty-hurley-1', 'stephen-samson', 'julia-louis-dreyfus', 'jeremy-renner', 'dale-liner']"
blue-streak,1999,93.0,"['comedy', 'action', 'crime']",['les-mayfield'],"['martin-lawrence', 'luke-wilson', 'dave-chappelle', 'peter-greene', 'nicole-ari-parker', 'william-forsythe', 'graham-beckel', 'robert-miranda', 'olek-krupa', 'saverio-guerra', 'tamala-jones', 'john-hawkes', 'billy-sly-williams', 'brandon-de-paul', 'richard-c-sarafian', 'julio-oscar-mechoso', 'steve-rankin', 'carmen-argenziano', 'frank-medrano-1', 'octavia-spencer', 'timothy-dale-agee', 'bayani-ison', 'scott-sowers', 'christopher-stapleton', 'eddy-donno', 'troy-gilbert', 'kenny-endoso', 'googy-gress', 'robert-lasardo', 'bill-ferrell', 'greg-montgomery', 'jason-kravits', 'eidan-hanzei', 'james-w-gavin', 'anne-marie-howard', 'jane-carr', 'amy-oberer', 'ash-winfield', 'erik-rondell', 'j-kenneth-campbell', 'joel-hurt-jones', 'darryl-brunson', 'shawn-elaine-brown-chiquette', 'christian-christiansen', 'michael-grasso', 'john-mccarthy-11', 'jeff-xander', 'damian-foster', 'yetta-ginsburg', 'daniel-rogerson', 'roger-willie']"
good-morning-2007-1,2007,,"['animation', 'drama']",['satoshi-kon'],[]
the-rink,1916,24.0,['comedy'],['charlie-chaplin'],"['charlie-chaplin', 'edna-purviance', 'james-t-kelley', 'eric-campbell', 'lloyd-bacon', 'albert-austin', 'henry-bergman', 'leota-bryan', 'frank-j-coleman', 'charlotte-mineau', 'john-rand']"
woman-of-the-hour,2023,95.0,"['drama', 'crime', 'thriller']",['anna-kendrick'],"['anna-kendrick', 'daniel-zovatto', 'tony-hale-1', 'nicolette-robinson', 'autumn-best', 'pete-holmes', 'kathryn-gallagher', 'kelley-jakle', 'matt-visser', 'jedidiah-goodacre', 'rob-morton-1', 'dylan-schmid', 'karen-holness', 'denalda-williams', 'jessie-fraser', 'matty-finochio-1', 'geoff-gustafson', 'max-lloyd-jones', 'andy-thompson-1', 'nancy-kerr', 'james-yi', 'jessica-chaffin', 'matthew-kevin-anderson', 'taylor-hastings', 'david-beairsto', 'darcy-laurie-1', 'marc-gaudet', 'bonnie-hay', 'michael-adamthwaite', 'jacob-woike', 'jason-simpson', 'hannah-henney', 'tighe-gill', 'michael-jonsson-1', 'vonnie-bennetto', 'thomas-strumpski', 'john-herkenrath', 'jeremy-radin', 'cody-heller']"
henry-v,1989,137.0,"['war', 'history', 'drama']",['kenneth-branagh'],"['kenneth-branagh', 'derek-jacobi', 'brian-blessed', 'james-larkin', 'paul-scofield', 'emma-thompson', 'judi-dench', 'simon-shepherd', 'james-simmons', 'charles-kay', 'alec-mccowen', 'fabian-cartwright', 'stephen-simms', 'jay-villiers', 'ian-holm', 'danny-webb', 'michael-williams', 'jimmy-yuill', 'paul-gregory-3', 'edward-jewesbury', 'john-sessions', 'shaun-prendergast', 'richard-briers', 'robbie-coltrane', 'christian-bale', 'geraldine-mcewan', 'michael-maloney', 'richard-clifford', 'david-parfitt', 'christopher-ravenscroft', 'patrick-doyle', 'geoffrey-hutchings', 'robert-stephens-1', 'harold-innocent', 'colin-hurley', 'richard-easton', 'nicholas-ferguson-1', 'tom-whitehouse', 'nigel-greaves', 'julian-gartside', 'mark-inman', 'stefano-douaihy', 'calum-yuill']"
in-the-bedroom,2001,130.0,"['drama', 'thriller']",['todd-field'],"['tom-wilkinson', 'sissy-spacek', 'nick-stahl', 'marisa-tomei', 'william-mapother', 'william-wise', 'celia-weston', 'karen-allen', 'frank-t-wells', 'w-clapham-murray', 'justin-ashforth', 'terry-a-burgess', 'jonathan-walsh', 'diane-e-hamlin', 'camden-munson', 'christopher-adams-2', 'henry-field', 'deborah-derecktor', 'harriet-dawkins', 'bill-dawkins', 'kevin-chapman', 'joseph-field', 'harold-withee', 'david-blair-7', 'elisabeth-mcclure', 'alida-p-field', 'andrea-wright', 'john-campanello', 'robert-demkowicz', 'veronica-cartwright', 'daran-norris', 'don-lewis-2', 'doug-rich', 'sara-armstrong', 'elly-barksdale', 'erin-barksdale', 'adah-holman', 'gwendolyn-gilchrist', 'shauneen-grout', 'jessie-lanoue', 'alicia-laplant', 'iris-leslie', 'erica-towle-powers', 'nichole-wimbiscus', 'anna-winsor', 'lisa-carlton', 'rebecca-benner', 'francis-mazzeo', 'tyler-shane-smith-campbell', 'brian-hagley', 'sam-cousins-1', 'jackie-hagley', 'comenic-cuccinello-iii', 'ronald-russell-1', 'rachel-freeman-3', 'dale-johnson-6', 'daniel-hendricks', 'parker-spear', 'sam-johnson-15', 'matthew-maxwell-1', 'shyann-gauthier', 'joshua-mills-1', 'bethany-berry', 'eric-rahkonen', 'hope-berry', 'natalie-russell-1', 'chelsea-peasley', 'misty-seekins', 'daniel-baxter-leahy', 'philip-spearing', 'brandon-carleton', 'mackenzie-tucker', 'owen-thompson', 'ben-staples-1', 'ryan-ecker', 'jared-meklin']"
hang-em-high,1968,114.0,"['western', 'drama']",['ted-post'],"['clint-eastwood', 'inger-stevens', 'ed-begley', 'pat-hingle', 'ben-johnson', 'charles-mcgraw', 'ruth-white', 'bruce-dern', 'alan-hale-jr', 'arlene-golonka', 'james-westerfield', 'dennis-hopper', 'lq-jones', 'michael-osullivan', 'joseph-sirola', 'james-macarthur', 'bob-steele', 'bert-freed', 'russell-thorson', 'ned-romero', 'jonathan-goldsmith-1', 'richard-gates', 'bruce-scott', 'richard-guizon', 'tod-andrews', 'mark-lenard', 'roy-glenn', 'paul-sorensen', 'richard-angarola', 'larry-j-blake', 'ted-thorpe', 'robert-jones-8', 'barry-cahill', 'john-wesley', 'dennis-dengate', 'bill-zuckert', 'hal-england', 'robert-b-williams', 'tony-di-milo', 'tammy-locke', 'jerry-schumacher-1', 'max-wagner', 'herbert-ellis-1', 'nicholas-georgiade', 'jack-ging', 'jack-gordon-1', 'roxanne-tunis']"
poltergeist-2015,2015,93.0,['horror'],['gil-kenan'],"['sam-rockwell', 'rosemarie-dewitt', 'saxon-sharbino', 'kyle-catlett', 'kennedi-clements', 'jared-harris', 'nicholas-braun', 'jane-adams', 'susan-heyward', 'karen-ivany', 'patrick-garrow', 'soma-bhatia', 'la-lopes', 'doug-macleod', 'eve-crawford', 'john-stoneham-jr', 'kathryn-greenwood', 'molly-kidder', 'emily-brobst']"
feels-good-man,2020,94.0,['documentary'],['arthur-jones-1'],"['matt-furie', 'aiyana-udesen', 'chris-sullivan-5', 'johnny-ryan', 'lisa-hanawalt', 'emily-heller', 'susan-blackmore', 'dale-beran', 'mills', 'peder-riis', 'aleks-krotoski-1', 'brian-mcmullen', 'joel-finkelstein', 'aaron-sankin', 'matt-braynard', 'john-michael-greer', 'skinner', 'adam-serwer', 'rachael-finley', 'hampton-boyer', 'kevin-sukho-lee', 'arthur-jones-1', 'peter-kell', 'jeremy-blackburn', 'louis-tompros', 'stephanie-lin', 'oren-segal', 'alex-e-jones', 'donald-trump', 'hillary-clinton', 'melania-trump', 'samantha-bee-1', 'robert-barnes', 'stephen-colbert', 'ursala-furie', 'nicolette-gray', 'rachel-maddow', 'mike-majlak-1', 'phil-mcgraw-1', 'nicki-minaj', 'kiah-morris', 'logan-paul', 'katy-perry-bloom', 'christopher-poole', 'marc-randazza', 'joy-reid', 'toby-reynolds', 'elliot-rodger', 'richard-spencer-2', 'donald-trump-jr']"
the-fury,1978,118.0,"['thriller', 'science-fiction', 'horror']",['brian-de-palma'],"['kirk-douglas', 'amy-irving', 'john-cassavetes', 'carrie-snodgress', 'charles-durning', 'andrew-stevens-1', 'fiona-lewis', 'carol-eve-rossen', 'william-finley', 'melody-thomas-scott', 'rutanya-alda', 'jane-lambert', 'alice-nunn', 'hilarie-thompson', 'dennis-franz', 'gordon-jump', 'daryl-hannah', 'laura-innes', 'marland-proctor', 'hanns-manship', 'jim-belushi-1', 'jack-callahan']"
alien-covenant,2017,122.0,"['horror', 'science-fiction', 'thriller']",['ridley-scott'],"['michael-fassbender', 'katherine-waterston', 'billy-crudup', 'danny-mcbride', 'demian-bichir', 'carmen-ejogo', 'jussie-smollett', 'callie-hernandez', 'amy-seimetz', 'nathaniel-dean', 'alexander-england', 'benjamin-rigby', 'uli-latukefu', 'tess-haubrich', 'lorelei-king', 'goran-d-kleut', 'andrew-crawford-1', 'tom-osullivan', 'james-franco', 'guy-pearce', 'noomi-rapace']"
multiplicity,1996,117.0,"['romance', 'fantasy', 'comedy', 'science-fiction']",['harold-ramis'],"['michael-keaton', 'andie-macdowell', 'harris-yulin', 'eugene-levy', 'zack-duhame', 'katie-schlossberg', 'richard-masur', 'ann-cusack', 'john-de-lancie', 'judith-kahan', 'brian-doyle-murray', 'obba-babatunde', 'julie-bowen', 'dawn-maxey', 'kari-coleman', 'steven-kampmann', 'michael-milhoan', 'skip-stellrecht', 'jim-piddock', 'robin-duke', 'suzanne-herrington', 'robert-ridgely', 'glenn-shadix', 'dennis-r-lyell', 'richard-plon', 'harold-plon', 'justine-a-johnston', 'george-wallace-1', 'michael-klesic']"
the-rescuers-down-under,1990,77.0,"['fantasy', 'family', 'adventure', 'animation']","['hendel-butoy', 'mike-gabriel']","['bob-newhart', 'eva-gabor', 'john-candy', 'tristan-rogers', 'adam-ryen', 'george-c-scott', 'wayne-robson', 'douglas-seale', 'frank-welker', 'bernard-fox', 'peter-firth', 'ed-gilbert', 'carla-meyer', 'russi-taylor-2', 'peter-greenwood', 'billy-barty', 'mickie-mcgowan']"
double-jeopardy-1999,1999,105.0,"['drama', 'mystery', 'thriller']",['bruce-beresford-1'],"['ashley-judd', 'tommy-lee-jones', 'bruce-greenwood', 'annabeth-gish-1', 'benjamin-weir', 'jay-brazeau-1', 'roma-maffia', 'davenia-mcfadden', 'gillian-barber', 'michael-gaston', 'john-maclaren', 'ed-evanko', 'bruce-campbell-6', 'brennan-elliott', 'angela-schneider-2', 'tom-mcbeath', 'david-jacox', 'betsy-brantley', 'woody-jeffreys', 'french-tickner', 'maria-bitamba', 'ben-bode', 'robin-j-kelley', 'dana-still', 'gabrielle-rose', 'daniel-lapaine-1', 'maria-herrera', 'babs-chula', 'enuka-okuma', 'peter-kimmerly', 'george-gordon', 'david-fredericks-1', 'anna-hagan', 'fulvio-cecere', 'tracy-vilar-1', 'addison-ridge', 'crystal-verge', 'joy-coghill-1', 'bernard-cuffling', 'barth-c-phillips', 'jerome-alexander', 'reginald-ringo', 'george-hunter-1', 'ingrid-torrance', 'roger-cross', 'pamela-perry-1', 'tim-mcdermott', 'keegan-connor-tracy', 'dave-hager', 'jason-douglas-1', 'jeannie-grelier-church', 'austin-b-church', 'mykel-shannon-jenkins', 'joe-simon-6', 'charlie-detraz', 'susan-lecourt-barbe', 'ramona-tyler', 'c-barrett-downing', 'michelle-stafford', 'greg-dileo', 'lance-spellerberg', 'george-touliatos', 'deryl-hayes', 'brent-woolsey', 'eliza-norbury', 'roland-bob-harris', 'george-montgomery-ii', 'lossen-chambers', 'harold-evans', 'thomas-m-mathews', 'gordon-starling-jr', 'spencer-treat-clark', 'rondel-reynoldson', 'nicolas-roye', 'john-kapelos-1', 'desmond-campbell']"
mon-oncle,1958,118.0,['comedy'],['jacques-tati'],"['jacques-tati', 'jean-pierre-zola', 'adrienne-servantie', 'lucien-fregis', 'betty-schneider', 'jean-francois-martial', 'dominique-marie', 'yvonne-arnaud', 'adelaide-danieli', 'alain-becourt', 'regis-fontenay', 'claude-badolle', 'max-martel-1', 'nicolas-bataille', 'pierre-etaix-1', 'jean-claude-remoleux', 'denise-peronne', 'nicole-regnault', 'edouard-francomme', 'andre-dino', 'rene-lord']"
bodies-bodies-bodies,2022,94.0,"['comedy', 'mystery', 'horror']",['halina-reijn'],"['amandla-stenberg', 'maria-bakalova', 'myhala', 'rachel-sennott', 'chase-sui-wonders', 'pete-davidson', 'lee-pace', 'conner-omalley']"
after-midnight-2019,2019,83.0,"['horror', 'drama', 'romance']","['jeremy-gardner', 'christian-stella']","['jeremy-gardner', 'henry-zebrowski', 'brea-grant', 'justin-benson', 'ashley-song', 'nicola-masciotra', 'taylor-zaudtke']"
high-life-2018,2018,113.0,"['science-fiction', 'drama', 'mystery']",['claire-denis'],"['robert-pattinson', 'juliette-binoche', 'andre-3000', 'mia-goth', 'agata-buzek', 'lars-eidinger', 'claire-tran-1', 'ewan-mitchell', 'gloria-obianyo', 'victor-banerjee', 'scarlett-lindsey', 'jessie-ross', 'mikolaj-gruss', 'joni-brauer', 'johann-bartlitz', 'juliette-picollot', 'weronika-wachowska', 'mikolaj-zeman', 'ruslan-astraszewski', 'magdalena-piotrowska', 'dawid-gluchowski', 'lukasz-osik', 'john-kimani-njeri', 'ernest-lebouco']"
war-is-over-inspired-by-the-music-of-john-yoko,2023,11.0,"['animation', 'music', 'war']",['dave-mullins'],[]
the-sugarland-express,1974,110.0,"['drama', 'crime', 'comedy']",['steven-spielberg'],"['goldie-hawn', 'william-atherton', 'ben-johnson', 'michael-sacks', 'gregory-walcott', 'steve-kanaly', 'louise-latham', 'harrison-zanuck', 'al-camp', 'jessie-lee-fulton', 'dean-smith', 'ted-grossman', 'bill-thurman', 'ken-hudgins', 'buster-daniels', 'james-n-harrell', 'frank-steggall', 'roger-ernest', 'guich-koock', 'merrill-connally', 'gene-rader', 'gordon-hurst', 'george-hagy', 'big-john-hamilton', 'kenneth-crone', 'charles-conaway', 'robert-golden-1', 'rudy-robbins', 'charlie-dobbs', 'gene-lively', 'john-l-quinlan-iii', 'bill-scott-7', 'ralph-e-horwedel', 'edwin-frog-isbell', 'james-robert-allen', 'marianna-clore-blase', 'richard-bright', 'dean-jones', 'al-evans', 'harvey-christiansen']"
that-day-on-the-beach,1983,166.0,"['drama', 'romance']",['edward-yang'],"['sylvia-chang', 'terry-hu', 'hsu-ming', 'david-mao', 'hsiao-hou-tao', 'lee-lieh-1', 'lee-suk-ching', 'lin-ruiyang', 'mei-fang', 'chin-ling-tsao', 'hsiao-kang-wu', 'feng-chiao-yen', 'yu-shou-jen', 'wu-nien-jen', 'jim-tao', 'hou-hsiao-hsien', 'gao-ming-hong', 'jennifer-oneal', 'tseng-chuang-hsiang', 'chen-kun-hou', 'hsiao-yeh', 'hsu-su-chen-1', 'yu-hua-huang', 'ko-i-chen', 'meng-lin-li', 'shu-chen-li', 'wen-cheng-lo', 'chun-nan', 'te-chen-tao', 'ming-hsiang-tso', 'johnny-tuan-chung-yi', 'wan-jen', 'shao-kang-wu']"
buried,2010,95.0,"['mystery', 'thriller', 'drama']",['rodrigo-cortes'],"['ryan-reynolds', 'jose-luis-garcia-perez', 'robert-paterson', 'stephen-tobolowsky', 'samantha-mathis', 'ivana-mino', 'warner-loughlin', 'erik-palladino', 'kali-rocha', 'chris-william-martin', 'cade-dundish', 'mary-birdsong', 'kirk-baily', 'anne-lockhart', 'robert-clotworthy', 'michalla-petersen', 'juan-hidalgo', 'abdelilah-ben-massou', 'joe-guarneri', 'heath-centazzo']"
yojimbo,1961,110.0,"['thriller', 'drama']",['akira-kurosawa'],"['toshiro-mifune', 'tatsuya-nakadai', 'yoko-tsukasa', 'isuzu-yamada', 'daisuke-kato', 'seizaburo-kawazu', 'takashi-shimura', 'hiroshi-tachikawa', 'yosuke-natsuki', 'eijiro-tono', 'kamatari-fujiwara', 'ikio-sawamura', 'atsushi-watanabe', 'susumu-fujita', 'kyu-sazanka', 'ko-nishimura-1', 'takeshi-kato', 'ichiro-nakatani', 'sachio-sakai', 'akira-tani', 'namigoro-rashomon', 'yoshio-tsuchiya', 'gen-shimizu', 'jerry-fujio', 'yutaka-sada', 'shin-otomo', 'shoichi-hirose', 'hideyo-amamoto', 'shoji-oki', 'fuminori-ohashi', 'hiroshi-kiyama', 'senkichi-omura', 'noriko-honma', 'ryusuke-nishio', 'naoya-kusakawa', 'nadao-kirino', 'mitsuo-tsuda', 'shinpei-takagi-2', 'jun-otomo', 'akio-kusama', 'yasuzo-ogawa', 'hiroshi-takagi', 'junichiro-mukai', 'takuzo-kumagai', 'ichiro-chiba', 'haruya-sakamoto', 'rinsaku-ogata', 'takeo-ogushi', 'yoko-terui', 'hiromi-mineoka', 'michiko-kawa']"
watching-the-detectives,2007,94.0,"['romance', 'comedy']",['paul-soter'],"['cillian-murphy', 'lucy-liu', 'jason-sudeikis', 'michael-panes', 'callie-thorne', 'michael-yurchak', 'heather-burns', 'mark-harelik', 'ali-reza', 'josh-pais', 'brett-gelman', 'lonny-ross', 'paul-scheer', 'richard-waddingham', 'jt-oconnor', 'joel-marsh-garland', 'erik-stolhanske', 'daniel-raymont', 'jack-bethke', 'bryan-paulk', 'katie-davidson', 'dennis-gubbins', 'rohit-sang', 'tara-orr', 'steve-lemme', 'anthony-st-james', 'josh-gad', 'connor-fox-1']"
dave-chappelle-the-age-of-spin,2017,67.0,['comedy'],['stan-lathan'],['dave-chappelle']
comet,2014,91.0,"['comedy', 'science-fiction', 'romance']",['sam-esmail'],"['justin-long', 'emmy-rossum', 'kayla-servi', 'eric-winter', 'lou-beatty-jr', 'ben-pace', 'nicole-lucas', 'connie-jackson', 'ben-scott-2']"
ma-raineys-black-bottom,2020,94.0,"['music', 'drama']",['george-c-wolfe'],"['viola-davis', 'chadwick-boseman', 'colman-domingo', 'glynn-turman', 'michael-potts', 'jeremy-shamos', 'jonny-coyne', 'taylour-paige', 'dusan-brown', 'joshua-harto', 'quinn-vanantwerp', 'chloe-davis', 'mayte-natalio', 'johanna-elmina-moise', 'onyxx-noel', 'lawanda-hopkins', 'sierra-stewart', 'malaiyka-reid', 'catherine-foster-1', 'antonio-fierro', 'daniel-johnson-11']"
conan-the-barbarian,1982,129.0,"['fantasy', 'action', 'adventure']",['john-milius-1'],"['arnold-schwarzenegger', 'james-earl-jones', 'max-von-sydow', 'sandahl-bergman', 'ben-davidson', 'cassandra-gava', 'gerry-lopez', 'mako', 'valerie-quennessen', 'william-smith', 'luis-barboo', 'franco-columbu', 'leslie-foldvary', 'gary-herman-1', 'erik-holmey', 'akio-mitamura', 'nadiuska', 'jorge-sanz', 'jack-taylor', 'sven-ole-thorsen', 'kiyoshi-yamasaki', 'pilar-alcon', 'florencio-amarilla', 'ron-cobb', 'fabian-conde', 'dragon-dronet', 'donald-gibb', 'andrea-guzon', 'corrie-jansen', 'olvido-lorente', 'isabel-luque', 'celia-milius', 'john-milius-1', 'sab-shimono', 'diamanda-galas']"
paperman,2012,7.0,"['family', 'animation', 'romance']",['john-kahrs'],"['john-kahrs', 'kari-wahlgren', 'jeff-turley', 'jack-goldenberg']"
the-valet-2022,2022,124.0,"['romance', 'comedy']",['richard-wong'],"['eugenio-derbez', 'samara-weaving', 'max-greenfield-1', 'betsy-brandt-2', 'marisol-nichols', 'amaury-nolasco', 'carmen-salinas', 'noemi-gonzalez', 'armando-hernandez', 'carlos-santos-2', 'ravi-patel', 'john-pirruccello', 'wilmer-calderon', 'diany-rodriguez', 'tiana-okoye', 'joshua-vasquez', 'alex-fernandez-1', 'ji-yong-lee-1', 'milena-rivero', 'michael-mourra', 'noah-ayden-hernandez', 'josh-warren', 'samantha-neyland', 'marcenae-lynette', 'jonathon-pawlowski', 'katie-carpenter', 'yurel-echezarreta', 'rolando-fernandez-2', 'craig-leydecker', 'anthony-michael-lopez', 'linda-d-gaines', 'sarah-anne', 'cabot-basden']"
dont-say-a-word,2001,113.0,"['mystery', 'thriller']",['gary-fleder'],"['michael-douglas', 'sean-bean', 'brittany-murphy', 'skye-mccole-bartusiak', 'guy-torry', 'jennifer-esposito', 'famke-janssen', 'oliver-platt', 'shawn-doyle', 'victor-argo', 'conrad-goode', 'paul-schulze', 'lance-reddick', 'aidan-devine', 'alex-campbell-4', 'philip-dewilde', 'sam-montesano', 'arlene-duncan', 'judy-sinclair', 'larry-block', 'david-warshofsky', 'darren-frost', 'philip-williams', 'louis-vanaria', 'daniel-kash', 'lucie-laurier', 'isabella-fink', 'ray-iannicelli', 'colm-magner', 'cyrus-farmer', 'martin-roach', 'patricia-mauceri', 'tony-bruno-1', 'paul-jq-lee', 'lorli-villanueva']"
